=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.03.31 10:24:38 =~=~=~=~=~=~=~=~=~=~=~=
Vibration OFF
Down threshold:   f_down_thr = 475
 
Up threshold:   f_up_thr = 64
Up threshold:   f_up_thr = 31
Up threshold:   f_up_thr = 33
 
Up threshold:   f_up_thr = 324
Down threshold:   f_down_thr = 439
Up threshold:   f_up_thr = 377
Trial 1 started
time, up, down, lbl_up, lbl_down
5.6010, 376, 543, 0, 0
5.6260, 376, 543, 0, 0
5.6510, 377, 544, 0, 0
5.6760, 375, 543, 0, 0
5.7010, 374, 544, 0, 0
5.7260, 375, 544, 0, 0
5.7510, 375, 544, 0, 0
5.7760, 375, 545, 0, 0
5.8000, 373, 544, 0, 0
5.8260, 372, 545, 0, 0
5.8500, 374, 545, 0, 0
5.8760, 373, 546, 0, 0
5.9010, 373, 546, 0, 0
5.9250, 372, 546, 0, 0
5.9510, 374, 546, 0, 0
5.9750, 373, 547, 0, 0
6.0000, 371, 547, 0, 0
6.0260, 372, 549, 0, 0
6.0500, 372, 547, 0, 0
6.0760, 373, 547, 0, 0
6.1000, 374, 548, 0, 0
6.1250, 372, 548, 0, 0
6.1500, 373, 547, 0, 0
6.1750, 373, 548, 0, 0
6.2000, 375, 548, 0, 0
6.2250, 375, 548, 0, 0
6.2500, 377, 548, 0, 0
6.2750, 376, 547, 0, 0
6.3000, 376, 547, 0, 0
6.3250, 376, 547, 0, 0
6.3500, 378, 547, 0, 0
6.3750, 379, 546, 0, 0
6.3990, 380, 546, 0, 0
6.4250, 381, 545, 0, 0
6.4490, 381, 544, 0, 0
6.4750, 382, 544, 0, 0
6.5000, 383, 545, 0, 0
6.5240, 382, 544, 0, 0
6.5500, 383, 543, 0, 0
6.5740, 384, 544, 0, 0
6.5990, 385, 544, 0, 0
6.6250, 384, 542, 0, 0
6.6490, 385, 544, 0, 0
6.6750, 386, 543, 0, 0
6.6990, 387, 542, 0, 0
6.7240, 388, 542, 0, 0
6.7500, 389, 542, 0, 0
6.7740, 389, 542, 0, 0
6.7990, 389, 541, 0, 0
6.8240, 391, 541, 0, 0
6.8490, 391, 542, 0, 0
6.8740, 391, 542, 0, 0
6.8990, 392, 542, 0, 0
6.9240, 390, 542, 0, 0
6.9490, 1023, 1023, 0, 0
6.9760, 392, 542, 0, 0
7.0010, 390, 541, 0, 0
7.0260, 391, 540, 0, 0
7.0510, 389, 540, 0, 0
7.0760, 389, 540, 0, 0
7.1010, 388, 538, 0, 0
7.1250, 388, 538, 0, 0
7.1510, 388, 538, 0, 0
7.1760, 389, 537, 0, 0
7.2010, 388, 536, 0, 0
7.2260, 388, 535, 0, 0
7.2500, 386, 535, 0, 0
7.2760, 387, 536, 0, 0
7.3000, 387, 535, 0, 0
7.3250, 387, 536, 0, 0
7.3510, 386, 535, 0, 0
7.3750, 385, 536, 0, 0
7.4010, 384, 536, 0, 0
7.4250, 383, 536, 0, 0
7.4500, 382, 536, 0, 0
7.4760, 380, 535, 0, 0
7.5000, 380, 535, 0, 0
7.5250, 379, 536, 0, 0
7.5500, 377, 536, 0, 0
7.5750, 377, 536, 0, 0
7.6000, 375, 537, 0, 0
7.6250, 374, 537, 0, 0
7.6500, 375, 538, 0, 0
7.6750, 374, 537, 0, 0
7.7000, 375, 539, 0, 0
7.7240, 374, 539, 0, 0
7.7500, 373, 540, 0, 0
7.7750, 373, 541, 0, 0
7.8000, 372, 541, 0, 0
7.8250, 371, 541, 0, 0
7.8490, 372, 542, 0, 0
7.8750, 371, 542, 0, 0
7.8990, 371, 542, 0, 0
7.9240, 370, 542, 0, 0
7.9500, 372, 543, 0, 0
7.9740, 371, 544, 0, 0
8.0000, 371, 544, 0, 0
8.0240, 371, 544, 0, 0
8.0490, 370, 543, 0, 0
8.0750, 368, 544, 0, 0
8.0990, 369, 545, 0, 0
8.1240, 370, 545, 0, 0
8.1490, 369, 545, 0, 0
8.1740, 368, 545, 0, 0
8.2000, 371, 546, 0, 0
8.2240, 371, 546, 0, 0
8.2490, 371, 546, 0, 0
8.2740, 369, 547, 0, 0
8.2990, 369, 547, 0, 0
8.3230, 371, 546, 0, 0
8.3490, 372, 547, 0, 0
8.3740, 371, 547, 0, 0
8.3990, 371, 547, 0, 0
8.4240, 372, 546, 0, 0
8.4480, 373, 547, 0, 0
8.4740, 374, 547, 0, 0
8.4990, 376, 545, 0, 0
8.5230, 376, 547, 0, 0
8.5490, 375, 547, 0, 0
8.5730, 377, 546, 0, 0
8.5990, 378, 546, 0, 0
8.6230, 378, 547, 0, 0
8.6480, 378, 546, 0, 0
8.6740, 377, 546, 0, 0
8.6980, 379, 546, 0, 0
8.7230, 378, 546, 0, 0
8.7480, 379, 545, 0, 0
8.7730, 379, 545, 0, 0
8.7990, 381, 547, 0, 0
8.8230, 381, 545, 0, 0
8.8480, 381, 544, 0, 0
8.8730, 380, 543, 0, 0
8.8980, 381, 543, 0, 0
8.9220, 381, 543, 0, 0
8.9480, 383, 544, 0, 0
8.9730, 384, 543, 0, 0
8.9980, 383, 542, 0, 0
9.0230, 384, 544, 0, 0
9.0470, 385, 544, 0, 0
9.0730, 384, 543, 0, 0
9.0980, 385, 544, 0, 0
9.1220, 385, 544, 0, 0
9.1480, 385, 544, 0, 0
9.1720, 385, 545, 0, 0
9.1980, 385, 544, 0, 0
9.2220, 385, 545, 0, 0
9.2470, 384, 544, 0, 0
9.2730, 386, 544, 0, 0
9.2970, 385, 543, 0, 0
9.3220, 386, 543, 0, 0
9.3470, 385, 542, 0, 0
9.3720, 385, 541, 0, 0
9.3980, 387, 540, 0, 0
9.4220, 386, 541, 0, 0
9.4470, 386, 540, 0, 0
9.4720, 387, 541, 0, 0
9.4970, 387, 540, 0, 0
9.5210, 387, 540, 0, 0
9.5470, 386, 540, 0, 0
9.5720, 386, 540, 0, 0
9.5970, 387, 541, 0, 0
9.6220, 385, 540, 0, 0
9.6460, 385, 540, 0, 0
9.6720, 386, 540, 0, 0
9.6970, 385, 540, 0, 0
9.7210, 384, 540, 0, 0
9.7470, 384, 540, 0, 0
9.7710, 385, 541, 0, 0
9.7970, 384, 541, 0, 0
9.8220, 383, 540, 0, 0
9.8460, 383, 541, 0, 0
9.8720, 382, 540, 0, 0
9.8960, 382, 542, 0, 0
9.9210, 379, 541, 0, 0
9.9460, 377, 542, 0, 0
9.9710, 377, 542, 0, 0
9.9970, 377, 542, 0, 0
10.0210, 374, 543, 0, 0
10.0470, 374, 543, 0, 0
10.0730, 374, 543, 0, 0
10.0990, 372, 543, 0, 0
10.1250, 371, 544, 0, 0
10.1510, 370, 545, 0, 0
10.1770, 370, 544, 0, 0
10.2030, 367, 545, 0, 0
10.2290, 367, 545, 0, 0
10.2550, 366, 545, 0, 0
10.2810, 366, 546, 0, 0
10.3070, 364, 546, 0, 0
10.3340, 363, 546, 0, 0
10.3590, 362, 548, 0, 0
10.3850, 364, 547, 0, 0
10.4110, 364, 547, 0, 0
10.4370, 363, 548, 0, 0
10.4640, 363, 548, 0, 0
10.4890, 363, 549, 0, 0
10.5150, 361, 548, 0, 0
10.5410, 362, 550, 0, 0
10.5670, 362, 549, 0, 0
10.5930, 362, 551, 0, 0
10.6190, 363, 549, 0, 0
10.6450, 363, 551, 0, 0
10.6710, 364, 551, 0, 0
10.6970, 365, 550, 0, 0
10.7230, 366, 550, 0, 0
10.7490, 366, 551, 0, 0
10.7750, 365, 550, 0, 0
10.8010, 365, 551, 0, 0
10.8270, 367, 551, 0, 0
10.8530, 367, 550, 0, 0
10.8790, 367, 550, 0, 0
10.9050, 368, 550, 0, 0
10.9320, 369, 550, 0, 0
10.9570, 368, 551, 0, 0
10.9830, 368, 549, 0, 0
11.0090, 371, 550, 0, 0
11.0350, 371, 550, 0, 0
11.0620, 372, 549, 0, 0
11.0870, 373, 548, 0, 0
11.1130, 372, 548, 0, 0
11.1390, 372, 548, 0, 0
11.1650, 373, 548, 0, 0
11.1910, 373, 548, 0, 0
11.2170, 373, 547, 0, 0
11.2430, 373, 547, 0, 0
11.2690, 374, 547, 0, 0
11.2950, 375, 547, 0, 0
11.3210, 375, 548, 0, 0
11.3470, 376, 547, 0, 0
11.3730, 376, 547, 0, 0
11.4000, 375, 547, 0, 0
11.4250, 376, 546, 0, 0
11.4510, 375, 545, 0, 0
11.4770, 376, 547, 0, 0
11.5030, 376, 545, 0, 0
11.5300, 376, 544, 0, 0
11.5550, 376, 545, 0, 0
11.5810, 377, 544, 0, 0
11.6070, 377, 543, 0, 0
11.6330, 377, 543, 0, 0
11.6600, 377, 543, 0, 0
11.6850, 378, 542, 0, 0
11.7110, 378, 541, 0, 0
11.7370, 378, 541, 0, 0
11.7630, 379, 540, 0, 0
11.7890, 379, 540, 0, 0
11.8150, 381, 539, 0, 0
11.8410, 380, 540, 0, 0
11.8670, 381, 540, 0, 0
11.8930, 381, 540, 0, 0
11.9190, 381, 540, 0, 0
11.9450, 380, 541, 0, 0
11.9710, 380, 541, 0, 0
11.9980, 380, 541, 0, 0
12.0230, 381, 541, 0, 0
12.0490, 381, 541, 0, 0
12.0750, 380, 540, 0, 0
12.1010, 379, 541, 0, 0
12.1280, 379, 541, 0, 0
12.1530, 378, 541, 0, 0
12.1790, 379, 541, 0, 0
12.2050, 378, 541, 0, 0
12.2310, 378, 541, 0, 0
12.2570, 377, 542, 0, 0
12.2830, 376, 542, 0, 0
12.3090, 375, 543, 0, 0
12.3350, 374, 542, 0, 0
12.3610, 372, 544, 0, 0
12.3870, 370, 543, 0, 0
12.4130, 369, 543, 0, 0
12.4390, 367, 544, 0, 0
12.4650, 367, 544, 0, 0
12.4910, 366, 545, 0, 0
12.5170, 365, 546, 0, 0
12.5430, 363, 545, 0, 0
12.5690, 361, 547, 0, 0
12.5960, 360, 548, 0, 0
12.6210, 360, 547, 0, 0
12.6470, 359, 548, 0, 0
12.6730, 359, 549, 0, 0
12.6990, 360, 548, 0, 0
12.7260, 357, 548, 0, 0
12.7510, 357, 549, 0, 0
12.7770, 357, 549, 0, 0
12.8030, 358, 550, 0, 0
12.8290, 358, 551, 0, 0
12.8550, 356, 551, 0, 0
12.8810, 357, 551, 0, 0
12.9070, 357, 553, 0, 0
12.9330, 358, 551, 0, 0
12.9590, 358, 553, 0, 0
12.9850, 358, 552, 0, 0
13.0110, 360, 553, 0, 0
13.0370, 362, 552, 0, 0
13.0640, 362, 553, 0, 0
13.0890, 362, 552, 0, 0
13.1150, 363, 553, 0, 0
13.1410, 364, 553, 0, 0
13.1670, 364, 552, 0, 0
13.1940, 365, 553, 0, 0
13.2190, 365, 553, 0, 0
13.2450, 366, 552, 0, 0
13.2710, 366, 553, 0, 0
13.2970, 367, 552, 0, 0
13.3240, 367, 552, 0, 0
13.3490, 367, 552, 0, 0
13.3750, 368, 552, 0, 0
13.4010, 367, 551, 0, 0
13.4270, 369, 551, 0, 0
13.4530, 368, 550, 0, 0
13.4790, 369, 551, 0, 0
13.5050, 368, 550, 0, 0
13.5310, 369, 551, 0, 0
13.5570, 369, 551, 0, 0
13.5830, 370, 551, 0, 0
13.6090, 370, 550, 0, 0
13.6350, 372, 550, 0, 0
13.6620, 371, 549, 0, 0
13.6870, 371, 549, 0, 0
13.7130, 371, 549, 0, 0
13.7390, 371, 548, 0, 0
13.7650, 371, 549, 0, 0
13.7920, 373, 550, 0, 0
13.8170, 372, 548, 0, 0
13.8430, 373, 548, 0, 0
13.8690, 372, 549, 0, 0
13.8950, 372, 549, 0, 0
13.9210, 373, 546, 0, 0
13.9470, 373, 547, 0, 0
13.9730, 372, 547, 0, 0
13.9990, 374, 547, 0, 0
14.0250, 373, 546, 0, 0
14.0510, 373, 546, 0, 0
14.0770, 372, 545, 0, 0
14.1030, 372, 545, 0, 0
14.1290, 372, 544, 0, 0
14.1550, 372, 544, 0, 0
14.1810, 372, 545, 0, 0
14.2070, 373, 544, 0, 0
14.2330, 373, 544, 0, 0
14.2600, 373, 543, 0, 0
14.2850, 373, 543, 0, 0
14.3110, 373, 542, 0, 0
14.3370, 374, 543, 0, 0
14.3630, 374, 543, 0, 0
14.3900, 374, 542, 0, 0
14.4150, 373, 543, 0, 0
14.4410, 373, 543, 0, 0
14.4670, 372, 544, 0, 0
14.4930, 373, 544, 0, 0
14.5190, 372, 544, 0, 0
14.5450, 372, 543, 0, 0
14.5710, 372, 543, 0, 0
14.5970, 371, 543, 0, 0
14.6230, 372, 544, 0, 0
14.6490, 371, 544, 0, 0
14.6750, 370, 543, 0, 0
14.7010, 370, 543, 0, 0
14.7280, 369, 543, 0, 0
14.7530, 368, 545, 0, 0
14.7790, 368, 545, 0, 0
14.8050, 367, 545, 0, 0
14.8310, 367, 546, 0, 0
14.8580, 367, 546, 0, 0
14.8830, 365, 547, 0, 0
14.9090, 366, 548, 0, 0
14.9350, 365, 548, 0, 0
14.9610, 366, 547, 0, 0
14.9880, 365, 548, 0, 0
15.0130, 364, 548, 0, 0
15.0390, 362, 550, 0, 0
15.0650, 362, 550, 0, 0
15.0910, 363, 550, 0, 0
15.1170, 360, 550, 0, 0
15.1430, 361, 551, 0, 0
15.1690, 363, 550, 0, 0
15.1950, 362, 550, 0, 0
15.2210, 361, 551, 0, 0
15.2470, 360, 551, 0, 0
15.2730, 361, 551, 0, 0
15.2990, 362, 552, 0, 0
15.3260, 361, 553, 0, 0
15.3510, 360, 552, 0, 0
15.3770, 362, 552, 0, 0
15.4030, 363, 553, 0, 0
15.4290, 364, 552, 0, 0
15.4560, 364, 553, 0, 0
15.4810, 363, 553, 0, 0
15.5070, 364, 553, 0, 0
15.5330, 365, 553, 0, 0
15.5590, 366, 553, 0, 0
15.5850, 366, 553, 0, 0
15.6110, 367, 553, 0, 0
15.6370, 367, 552, 0, 0
15.6630, 367, 553, 0, 0
15.6890, 368, 552, 0, 0
15.7150, 367, 553, 0, 0
15.7410, 369, 552, 0, 0
15.7670, 370, 551, 0, 0
15.7930, 370, 551, 0, 0
15.8190, 370, 551, 0, 0
15.8450, 371, 550, 0, 0
15.8710, 371, 551, 0, 0
15.8970, 371, 550, 0, 0
15.9240, 372, 550, 0, 0
15.9490, 371, 550, 0, 0
15.9750, 372, 550, 0, 0
16.0010, 371, 550, 0, 0
16.0270, 372, 550, 0, 0
16.0540, 372, 550, 0, 0
16.0790, 371, 551, 0, 0
16.1050, 373, 550, 0, 0
16.1310, 371, 551, 0, 0
16.1570, 372, 551, 0, 0
16.1830, 373, 549, 0, 0
16.2090, 372, 550, 0, 0
16.2350, 373, 551, 0, 0
16.2610, 373, 550, 0, 0
16.2870, 373, 548, 0, 0
16.3130, 373, 548, 0, 0
16.3390, 375, 548, 0, 0
16.3650, 375, 547, 0, 0
16.3920, 375, 547, 0, 0
16.4170, 375, 546, 0, 0
16.4430, 376, 547, 0, 0
16.4690, 376, 546, 0, 0
16.4950, 375, 546, 0, 0
16.5220, 376, 546, 0, 0
16.5470, 376, 546, 0, 0
16.5730, 376, 544, 0, 0
16.5990, 376, 544, 0, 0
16.6250, 375, 543, 0, 0
16.6520, 377, 544, 0, 0
16.6770, 376, 543, 0, 0
16.7030, 376, 543, 0, 0
16.7290, 376, 543, 0, 0
16.7550, 377, 544, 0, 0
16.7810, 376, 544, 0, 0
16.8070, 376, 543, 0, 0
16.8330, 376, 544, 0, 0
16.8590, 375, 543, 0, 0
16.8850, 376, 543, 0, 0
16.9110, 375, 543, 0, 0
16.9370, 375, 544, 0, 0
16.9630, 375, 545, 0, 0
16.9900, 374, 546, 0, 0
17.0150, 374, 544, 0, 0
17.0410, 374, 545, 0, 0
17.0670, 374, 544, 0, 0
17.0930, 373, 545, 0, 0
17.1200, 373, 546, 0, 0
17.1450, 371, 546, 0, 0
17.1710, 372, 546, 0, 0
17.1970, 371, 546, 0, 0
17.2230, 370, 547, 0, 0
17.2490, 369, 546, 0, 0
17.2750, 368, 548, 0, 0
17.3010, 368, 548, 0, 0
17.3270, 368, 549, 0, 0
17.3530, 368, 548, 0, 0
17.3790, 367, 549, 0, 0
17.4050, 365, 548, 0, 0
17.4310, 365, 549, 0, 0
17.4570, 366, 550, 0, 0
17.4830, 368, 550, 0, 0
17.5090, 365, 551, 0, 0
17.5350, 363, 550, 0, 0
17.5610, 364, 551, 0, 0
17.5880, 365, 551, 0, 0
17.6130, 361, 551, 0, 0
17.6390, 360, 551, 0, 0
17.6650, 362, 552, 0, 0
17.6910, 362, 552, 0, 0
17.7180, 362, 552, 0, 0
17.7430, 362, 553, 0, 0
17.7690, 363, 552, 0, 0
17.7950, 364, 553, 0, 0
17.8210, 363, 553, 0, 0
17.8470, 363, 553, 0, 0
17.8730, 363, 554, 0, 0
17.8990, 362, 554, 0, 0
17.9250, 364, 554, 0, 0
17.9510, 363, 554, 0, 0
17.9770, 364, 555, 0, 0
18.0030, 364, 554, 0, 0
18.0290, 365, 554, 0, 0
18.0560, 366, 554, 0, 0
18.0810, 366, 554, 0, 0
18.1070, 366, 554, 0, 0
18.1330, 367, 553, 0, 0
18.1590, 367, 554, 0, 0
18.1860, 368, 553, 0, 0
18.2110, 369, 553, 0, 0
18.2370, 370, 554, 0, 0
18.2630, 370, 552, 0, 0
18.2890, 370, 551, 0, 0
18.3160, 371, 550, 0, 0
18.3410, 373, 551, 0, 0
18.3670, 371, 551, 0, 0
18.3930, 372, 550, 0, 0
18.4190, 372, 550, 0, 0
18.4450, 373, 549, 0, 0
18.4710, 374, 551, 0, 0
18.4970, 374, 550, 0, 0
18.5230, 375, 549, 0, 0
18.5490, 375, 549, 0, 0
18.5750, 375, 551, 0, 0
18.6010, 376, 548, 0, 0
18.6270, 376, 548, 0, 0
18.6540, 377, 547, 0, 0
18.6790, 377, 546, 0, 0
18.7050, 379, 545, 0, 0
18.7310, 380, 545, 0, 0
18.7570, 380, 544, 0, 0
18.7840, 381, 543, 0, 0
18.8090, 381, 544, 0, 0
18.8350, 383, 543, 0, 0
18.8610, 383, 541, 0, 0
18.8870, 384, 541, 0, 0
18.9130, 385, 540, 0, 0
18.9390, 385, 541, 0, 0
18.9650, 384, 540, 0, 0
18.9910, 385, 540, 0, 0
19.0170, 385, 541, 0, 0
19.0430, 386, 540, 0, 0
19.0690, 385, 542, 0, 0
19.0950, 386, 541, 0, 0
19.1210, 384, 540, 0, 0
19.1470, 385, 541, 0, 0
19.1730, 385, 541, 0, 0
19.1990, 384, 541, 0, 0
19.2250, 384, 541, 0, 0
19.2520, 384, 541, 0, 0
19.2770, 384, 540, 0, 0
19.3030, 382, 541, 0, 0
19.3290, 381, 541, 0, 0
19.3550, 382, 543, 0, 0
19.3820, 379, 542, 0, 0
19.4070, 377, 543, 0, 0
19.4330, 375, 543, 0, 0
19.4590, 375, 545, 0, 0
19.4850, 374, 544, 0, 0
19.5110, 372, 545, 0, 0
19.5370, 372, 546, 0, 0
19.5630, 370, 546, 0, 0
19.5890, 370, 546, 0, 0
19.6150, 369, 548, 0, 0
19.6410, 368, 548, 0, 0
19.6670, 366, 549, 0, 0
19.6930, 365, 549, 0, 0
19.7200, 365, 550, 0, 0
19.7450, 366, 551, 0, 0
19.7710, 365, 551, 0, 0
19.7970, 363, 552, 0, 0
19.8230, 364, 552, 0, 0
19.8500, 364, 552, 0, 0
19.8750, 364, 552, 0, 0
19.9010, 362, 553, 0, 0
19.9270, 362, 554, 0, 0
19.9530, 364, 553, 0, 0
19.9800, 364, 553, 0, 0
20.0050, 363, 553, 0, 0
20.0310, 362, 554, 0, 0
20.0570, 363, 555, 0, 0
20.0830, 363, 553, 0, 0
20.1090, 363, 554, 0, 0
20.1350, 363, 555, 0, 0
20.1610, 363, 555, 0, 0
20.1870, 363, 555, 0, 0
20.2130, 364, 555, 0, 0
20.2390, 366, 555, 0, 0
20.2650, 367, 555, 0, 0
20.2910, 368, 555, 0, 0
20.3180, 368, 555, 0, 0
20.3430, 369, 555, 0, 0
20.3690, 369, 554, 0, 0
20.3950, 370, 555, 0, 0
20.4210, 369, 554, 0, 0
20.4480, 370, 554, 0, 0
20.4730, 371, 553, 0, 0
20.4990, 371, 553, 0, 0
20.5250, 371, 554, 0, 0
20.5510, 372, 552, 0, 0
20.5770, 373, 551, 0, 0
20.6030, 373, 551, 0, 0
20.6290, 373, 552, 0, 0
20.6550, 373, 551, 0, 0
20.6810, 374, 549, 0, 0
20.7070, 375, 549, 0, 0
20.7330, 375, 549, 0, 0
20.7590, 376, 547, 0, 0
20.7850, 376, 547, 0, 0
20.8110, 377, 547, 0, 0
20.8370, 377, 548, 0, 0
20.8630, 377, 547, 0, 0
20.8890, 378, 547, 0, 0
20.9160, 378, 546, 0, 0
20.9410, 379, 547, 0, 0
20.9670, 380, 546, 0, 0
20.9930, 380, 546, 0, 0
21.0190, 381, 546, 0, 0
21.0460, 380, 545, 0, 0
21.0710, 380, 545, 0, 0
21.0970, 380, 546, 0, 0
21.1230, 380, 545, 0, 0
21.1490, 381, 544, 0, 0
21.1750, 382, 544, 0, 0
21.2010, 382, 544, 0, 0
21.2270, 383, 543, 0, 0
21.2530, 383, 543, 0, 0
21.2790, 384, 543, 0, 0
21.3050, 382, 543, 0, 0
21.3310, 384, 542, 0, 0
21.3570, 384, 542, 0, 0
21.3840, 384, 541, 0, 0
21.4090, 384, 542, 0, 0
21.4350, 384, 543, 0, 0
21.4610, 384, 543, 0, 0
21.4870, 384, 544, 0, 0
21.5140, 383, 544, 0, 0
21.5390, 383, 543, 0, 0
21.5650, 382, 543, 0, 0
21.5910, 382, 544, 0, 0
21.6170, 382, 544, 0, 0
21.6440, 382, 544, 0, 0
21.6690, 381, 544, 0, 0
21.6950, 379, 544, 0, 0
21.7210, 379, 544, 0, 0
21.7470, 379, 545, 0, 0
21.7730, 376, 546, 0, 0
21.7990, 375, 546, 0, 0
21.8250, 374, 547, 0, 0
21.8510, 373, 547, 0, 0
21.8770, 374, 548, 0, 0
21.9030, 372, 548, 0, 0
21.9290, 371, 548, 0, 0
21.9550, 372, 549, 0, 0
21.9820, 372, 549, 0, 0
22.0070, 370, 549, 0, 0
22.0330, 370, 550, 0, 0
22.0590, 370, 550, 0, 0
22.0850, 371, 550, 0, 0
22.1120, 369, 551, 0, 0
22.1370, 368, 551, 0, 0
22.1630, 371, 551, 0, 0
22.1890, 370, 551, 0, 0
22.2150, 369, 551, 0, 0
22.2410, 369, 552, 0, 0
22.2670, 369, 551, 0, 0
22.2930, 369, 552, 0, 0
22.3190, 367, 553, 0, 0
22.3450, 368, 553, 0, 0
22.3710, 368, 553, 0, 0
22.3970, 367, 553, 0, 0
22.4230, 366, 554, 0, 0
22.4490, 366, 555, 0, 0
22.4750, 366, 555, 0, 0
22.5010, 365, 556, 0, 0
22.5270, 366, 556, 0, 0
22.5530, 366, 556, 0, 0
22.5800, 365, 556, 0, 0
22.6050, 366, 556, 0, 0
22.6310, 366, 555, 0, 0
22.6570, 368, 556, 0, 0
22.6830, 368, 556, 0, 0
22.7100, 369, 557, 0, 0
22.7350, 369, 556, 0, 0
22.7610, 370, 556, 0, 0
22.7870, 370, 555, 0, 0
22.8130, 371, 554, 0, 0
22.8390, 371, 555, 0, 0
22.8650, 371, 553, 0, 0
22.8910, 373, 553, 0, 0
22.9170, 374, 552, 0, 0
22.9430, 374, 551, 0, 0
22.9690, 375, 551, 0, 0
22.9950, 375, 550, 0, 0
23.0210, 375, 550, 0, 0
23.0480, 377, 550, 0, 0
23.0730, 376, 550, 0, 0
23.0990, 377, 550, 0, 0
23.1250, 378, 550, 0, 0
23.1510, 377, 551, 0, 0
23.1780, 378, 550, 0, 0
23.2030, 379, 550, 0, 0
23.2290, 379, 550, 0, 0
23.2550, 378, 550, 0, 0
23.2810, 379, 549, 0, 0
23.3080, 380, 550, 0, 0
23.3330, 379, 550, 0, 0
23.3590, 380, 550, 0, 0
23.3850, 380, 550, 0, 0
23.4110, 380, 550, 0, 0
23.4370, 381, 550, 0, 0
23.4630, 383, 548, 0, 0
23.4890, 382, 549, 0, 0
23.5150, 382, 548, 0, 0
23.5410, 381, 548, 0, 0
23.5670, 382, 548, 0, 0
23.5930, 383, 548, 0, 0
23.6190, 383, 548, 0, 0
23.6460, 384, 548, 0, 0
23.6710, 383, 547, 0, 0
23.6970, 384, 547, 0, 0
23.7230, 383, 547, 0, 0
23.7490, 384, 547, 0, 0
23.7760, 384, 548, 0, 0
23.8010, 384, 547, 0, 0
23.8270, 384, 547, 0, 0
23.8530, 384, 546, 0, 0
23.8790, 384, 546, 0, 0
23.9050, 384, 545, 0, 0
23.9310, 384, 547, 0, 0
23.9570, 385, 545, 0, 0
23.9830, 385, 546, 0, 0
24.0090, 385, 545, 0, 0
24.0350, 386, 546, 0, 0
24.0610, 386, 545, 0, 0
24.0870, 386, 545, 0, 0
24.1130, 385, 545, 0, 0
24.1390, 386, 546, 0, 0
24.1650, 385, 545, 0, 0
24.1910, 386, 544, 0, 0
24.2170, 385, 546, 0, 0
24.2440, 386, 544, 0, 0
24.2690, 386, 545, 0, 0
24.2950, 384, 545, 0, 0
24.3210, 386, 545, 0, 0
24.3470, 385, 544, 0, 0
Trial 3 ended
