=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.03.31 10:24:38 =~=~=~=~=~=~=~=~=~=~=~=
Vibration OFF
Down threshold:   f_down_thr = 475
 
Up threshold:   f_up_thr = 64
Up threshold:   f_up_thr = 31
Up threshold:   f_up_thr = 33
 
Up threshold:   f_up_thr = 324
Down threshold:   f_down_thr = 439
Up threshold:   f_up_thr = 377
Trial 1 started
time, up, down, lbl_up, lbl_down
15.2190, 380, 511, 0, 0
15.2450, 375, 513, 1, 0
15.2700, 373, 516, 1, 0
15.2970, 369, 517, 1, 0
15.3230, 365, 519, 1, 0
15.3490, 362, 521, 1, 0
15.3750, 360, 522, 1, 0
15.4000, 357, 524, 1, 0
15.4270, 354, 525, 1, 0
15.4530, 355, 526, 1, 0
15.4790, 356, 527, 1, 0
15.5050, 352, 528, 1, 0
15.5310, 353, 529, 1, 0
15.5570, 356, 530, 1, 0
15.5830, 358, 530, 1, 0
15.6090, 358, 530, 1, 0
15.6350, 359, 530, 1, 0
15.6610, 360, 531, 1, 0
15.6870, 361, 531, 1, 0
15.7130, 362, 531, 1, 0
15.7380, 363, 531, 1, 0
15.7650, 367, 530, 1, 0
15.7910, 369, 530, 1, 0
15.8170, 371, 529, 1, 0
15.8430, 373, 528, 1, 0
15.8680, 375, 528, 1, 0
15.8950, 376, 527, 1, 0
15.9210, 377, 527, 0, 0
15.9470, 378, 527, 0, 0
15.9730, 379, 527, 0, 0
15.9980, 379, 527, 0, 0
16.0250, 379, 528, 0, 0
16.0510, 380, 528, 0, 0
16.0770, 380, 528, 0, 0
16.1030, 380, 527, 0, 0
16.1290, 380, 528, 0, 0
16.1550, 380, 528, 0, 0
16.1810, 381, 528, 0, 0
16.2060, 381, 526, 0, 0
16.2330, 381, 527, 0, 0
16.2590, 381, 527, 0, 0
16.2850, 381, 522, 0, 0
16.3110, 382, 519, 0, 0
16.3360, 383, 518, 0, 0
16.3630, 384, 514, 0, 0
16.3890, 387, 511, 0, 0
16.4150, 389, 509, 0, 0
16.4410, 392, 506, 0, 0
16.4660, 394, 504, 0, 0
16.4930, 397, 499, 0, 0
16.5190, 400, 495, 0, 0
16.5450, 401, 496, 0, 0
16.5710, 401, 498, 0, 0
16.5960, 402, 498, 0, 0
16.6230, 402, 496, 0, 0
16.6490, 403, 495, 0, 0
16.6750, 403, 495, 0, 0
16.7010, 403, 496, 0, 0
16.7270, 403, 496, 0, 0
16.7530, 404, 497, 0, 0
16.7790, 402, 499, 0, 0
16.8040, 400, 501, 0, 0
16.8310, 400, 502, 0, 0
16.8570, 399, 503, 0, 0
16.8830, 397, 504, 0, 0
16.9090, 396, 504, 0, 0
16.9340, 394, 505, 0, 0
16.9610, 393, 505, 0, 0
16.9870, 391, 506, 0, 0
17.0130, 387, 506, 0, 0
17.0390, 386, 507, 0, 0
17.0640, 387, 508, 0, 0
17.0910, 386, 508, 0, 0
17.1170, 383, 509, 0, 0
17.1430, 380, 510, 0, 0
17.1690, 379, 511, 0, 0
17.1950, 376, 512, 1, 0
17.2210, 371, 514, 1, 0
17.2470, 367, 516, 1, 0
17.2730, 364, 518, 1, 0
17.2990, 359, 520, 1, 0
17.3250, 354, 522, 1, 0
17.3510, 349, 525, 1, 0
17.3770, 342, 528, 1, 0
17.4020, 339, 530, 1, 0
17.4290, 339, 531, 1, 0
17.4550, 338, 533, 1, 0
17.4810, 334, 535, 1, 0
17.5070, 334, 537, 1, 0
17.5320, 336, 538, 1, 0
17.5590, 337, 539, 1, 0
17.5850, 337, 540, 1, 0
17.6110, 338, 541, 1, 0
17.6370, 338, 541, 1, 0
17.6620, 339, 542, 1, 0
17.6890, 341, 543, 1, 0
17.7150, 342, 543, 1, 0
17.7410, 343, 543, 1, 0
17.7670, 344, 544, 1, 0
17.7930, 345, 544, 1, 0
17.8190, 348, 543, 1, 0
17.8450, 350, 542, 1, 0
17.8700, 352, 541, 1, 0
17.8970, 354, 541, 1, 0
17.9230, 355, 541, 1, 0
17.9490, 356, 540, 1, 0
17.9750, 356, 540, 1, 0
18.0000, 356, 540, 1, 0
18.0270, 357, 540, 1, 0
18.0530, 359, 538, 1, 0
18.0790, 359, 538, 1, 0
18.1050, 360, 538, 1, 0
18.1300, 360, 537, 1, 0
18.1570, 360, 537, 1, 0
18.1830, 361, 535, 1, 0
18.2090, 362, 535, 1, 0
18.2350, 362, 534, 1, 0
18.2600, 364, 531, 1, 0
18.2870, 365, 530, 1, 0
18.3130, 365, 529, 1, 0
18.3390, 366, 526, 1, 0
18.3650, 369, 523, 1, 0
18.3910, 369, 522, 1, 0
18.4170, 371, 519, 1, 0
18.4430, 374, 516, 1, 0
18.4680, 377, 513, 0, 0
18.4950, 380, 511, 0, 0
18.5210, 383, 509, 0, 0
18.5470, 385, 507, 0, 0
18.5730, 387, 506, 0, 0
18.5980, 389, 503, 0, 0
18.6250, 391, 501, 0, 0
18.6510, 392, 500, 0, 0
18.6770, 393, 499, 0, 0
18.7030, 394, 496, 0, 0
18.7280, 396, 495, 0, 0
18.7550, 396, 496, 0, 0
18.7810, 396, 496, 0, 0
18.8070, 396, 495, 0, 0
18.8330, 395, 497, 0, 0
18.8590, 396, 497, 0, 0
18.8850, 395, 497, 0, 0
18.9110, 394, 498, 0, 0
18.9370, 394, 499, 0, 0
18.9630, 395, 499, 0, 0
18.9890, 394, 500, 0, 0
19.0150, 395, 500, 0, 0
19.0410, 396, 499, 0, 0
19.0660, 396, 499, 0, 0
19.0930, 395, 500, 0, 0
19.1190, 395, 500, 0, 0
19.1450, 393, 501, 0, 0
19.1710, 391, 502, 0, 0
19.1960, 390, 503, 0, 0
19.2230, 389, 504, 0, 0
19.2490, 389, 505, 0, 0
19.2750, 388, 505, 0, 0
19.3010, 386, 507, 0, 0
19.3260, 380, 509, 0, 0
19.3530, 378, 511, 0, 0
19.3790, 378, 511, 0, 0
19.4050, 374, 512, 1, 0
19.4310, 370, 514, 1, 0
19.4570, 370, 515, 1, 0
19.4830, 366, 516, 1, 0
19.5090, 361, 518, 1, 0
19.5340, 359, 520, 1, 0
19.5610, 360, 521, 1, 0
19.5870, 359, 522, 1, 0
19.6130, 354, 524, 1, 0
19.6390, 352, 526, 1, 0
19.6640, 350, 529, 1, 0
19.6910, 345, 531, 1, 0
19.7170, 345, 534, 1, 0
19.7430, 347, 535, 1, 0
19.7690, 349, 535, 1, 0
19.7940, 351, 535, 1, 0
19.8210, 350, 537, 1, 0
19.8470, 350, 538, 1, 0
19.8730, 350, 539, 1, 0
19.8990, 352, 538, 1, 0
19.9240, 354, 538, 1, 0
19.9510, 356, 537, 1, 0
19.9770, 359, 536, 1, 0
20.0030, 361, 534, 1, 0
20.0290, 364, 533, 1, 0
20.0550, 365, 534, 1, 0
20.0810, 366, 534, 1, 0
20.1070, 366, 535, 1, 0
20.1320, 366, 536, 1, 0
20.1590, 366, 536, 1, 0
20.1850, 368, 536, 1, 0
20.2110, 368, 536, 1, 0
20.2370, 368, 536, 1, 0
20.2620, 367, 536, 1, 0
20.2890, 368, 536, 1, 0
20.3150, 368, 535, 1, 0
20.3410, 368, 535, 1, 0
20.3670, 368, 534, 1, 0
20.3920, 368, 534, 1, 0
20.4190, 367, 534, 1, 0
20.4450, 368, 533, 1, 0
20.4710, 369, 531, 1, 0
20.4970, 369, 530, 1, 0
20.5230, 370, 528, 1, 0
20.5490, 372, 527, 1, 0
20.5750, 372, 527, 1, 0
20.6010, 372, 523, 1, 0
20.6270, 374, 520, 1, 0
20.6530, 376, 518, 1, 0
20.6790, 379, 514, 0, 0
20.7050, 382, 511, 0, 0
20.7300, 383, 510, 0, 0
20.7570, 385, 508, 0, 0
20.7830, 388, 504, 0, 0
20.8090, 391, 501, 0, 0
20.8350, 393, 500, 0, 0
20.8600, 394, 499, 0, 0
20.8870, 395, 498, 0, 0
20.9130, 395, 499, 0, 0
20.9390, 396, 498, 0, 0
20.9650, 396, 497, 0, 0
20.9900, 396, 499, 0, 0
21.0170, 396, 500, 0, 0
21.0430, 396, 501, 0, 0
21.0690, 396, 501, 0, 0
21.0950, 397, 501, 0, 0
21.1210, 397, 501, 0, 0
21.1470, 397, 502, 0, 0
21.1730, 396, 502, 0, 0
21.1980, 396, 502, 0, 0
21.2250, 395, 502, 0, 0
21.2510, 395, 502, 0, 0
21.2770, 394, 502, 0, 0
21.3030, 394, 501, 0, 0
21.3280, 393, 502, 0, 0
21.3550, 393, 502, 0, 0
21.3810, 393, 502, 0, 0
21.4070, 393, 502, 0, 0
21.4330, 392, 502, 0, 0
Trial 3 ended

=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.03.31 10:38:48 =~=~=~=~=~=~=~=~=~=~=~=
Vibration OFF
Down threshold:   f_down_thr = 532
Up threshold:   f_up_thr = 339
Trial 1 started
time, up, down, lbl_up, lbl_down
0.0000, 370, 529, 0, 1
0.0090, 370, 528, 0, 1
0.0340, 370, 529, 0, 1
0.0590, 370, 529, 0, 1
0.0840, 370, 529, 0, 1
0.1090, 369, 528, 0, 1
0.1340, 368, 529, 0, 1
0.1590, 368, 529, 0, 1
0.1840, 369, 530, 0, 1
0.2080, 368, 529, 0, 1
0.2340, 367, 530, 0, 1
0.2590, 368, 531, 0, 1
0.2830, 367, 530, 0, 1
0.3090, 367, 531, 0, 1
0.3330, 366, 529, 0, 1
0.3590, 366, 531, 0, 1
0.3840, 364, 531, 0, 1
0.4080, 364, 530, 0, 1
0.4340, 365, 532, 0, 0
0.4580, 364, 532, 0, 0
0.4830, 364, 532, 0, 0
0.5090, 363, 532, 0, 0
0.5330, 364, 534, 0, 0
0.5590, 363, 534, 0, 0
0.5830, 362, 534, 0, 0
0.6080, 362, 534, 0, 0
0.6330, 363, 534, 0, 0
0.6580, 363, 535, 0, 0
0.6830, 362, 535, 0, 0
0.7080, 362, 536, 0, 0
0.7330, 362, 534, 0, 0
0.7580, 363, 535, 0, 0
0.7830, 363, 536, 0, 0
0.8080, 362, 536, 0, 0
0.8330, 362, 536, 0, 0
0.8580, 360, 536, 0, 0
0.8820, 360, 536, 0, 0
0.9080, 361, 538, 0, 0
0.9320, 361, 538, 0, 0
0.9580, 361, 538, 0, 0
0.9830, 361, 538, 0, 0
1.0070, 361, 538, 0, 0
1.0330, 361, 538, 0, 0
1.0570, 362, 538, 0, 0
1.0820, 362, 538, 0, 0
1.1080, 363, 538, 0, 0
1.1320, 364, 538, 0, 0
1.1580, 365, 538, 0, 0
1.1820, 366, 538, 0, 0
1.2070, 365, 537, 0, 0
1.2320, 366, 537, 0, 0
1.2570, 366, 538, 0, 0
1.2820, 367, 537, 0, 0
1.3070, 368, 538, 0, 0
1.3320, 367, 537, 0, 0
1.3570, 368, 538, 0, 0
1.3820, 367, 538, 0, 0
1.4070, 368, 538, 0, 0
1.4320, 368, 538, 0, 0
1.4570, 368, 537, 0, 0
1.4810, 368, 538, 0, 0
1.5070, 369, 537, 0, 0
1.5310, 369, 537, 0, 0
1.5570, 369, 537, 0, 0
1.5820, 369, 536, 0, 0
1.6060, 370, 538, 0, 0
1.6320, 371, 536, 0, 0
1.6560, 371, 536, 0, 0
1.6810, 370, 534, 0, 0
1.7070, 372, 535, 0, 0
1.7310, 371, 535, 0, 0
1.7570, 372, 536, 0, 0
1.7810, 372, 536, 0, 0
1.8060, 372, 536, 0, 0
1.8320, 373, 537, 0, 0
1.8560, 372, 536, 0, 0
1.8810, 372, 535, 0, 0
1.9060, 373, 534, 0, 0
1.9310, 374, 535, 0, 0
1.9560, 373, 534, 0, 0
1.9810, 373, 533, 0, 0
2.0060, 374, 533, 0, 0
2.0310, 374, 533, 0, 0
2.0560, 374, 532, 0, 0
2.0800, 375, 532, 0, 0
2.1060, 375, 531, 0, 1
2.1310, 375, 529, 0, 1
2.1560, 376, 530, 0, 1
2.1810, 376, 529, 0, 1
2.2050, 377, 528, 0, 1
2.2310, 378, 527, 0, 1
2.2550, 378, 526, 0, 1
2.2800, 378, 525, 0, 1
2.3060, 378, 525, 0, 1
2.3300, 378, 525, 0, 1
2.3560, 380, 526, 0, 1
2.3800, 379, 524, 0, 1
2.4050, 379, 527, 0, 1
2.4310, 379, 526, 0, 1
2.4550, 380, 526, 0, 1
2.4800, 379, 525, 0, 1
2.5050, 379, 524, 0, 1
2.5300, 379, 525, 0, 1
2.5550, 379, 525, 0, 1
2.5800, 378, 525, 0, 1
2.6050, 379, 527, 0, 1
2.6300, 379, 526, 0, 1
2.6550, 379, 527, 0, 1
2.6790, 378, 526, 0, 1
2.7050, 377, 526, 0, 1
2.7300, 377, 527, 0, 1
2.7550, 378, 528, 0, 1
2.7800, 377, 528, 0, 1
2.8040, 376, 528, 0, 1
2.8300, 375, 529, 0, 1
2.8540, 374, 529, 0, 1
2.8790, 374, 529, 0, 1
2.9050, 373, 529, 0, 1
2.9290, 372, 529, 0, 1
2.9550, 372, 530, 0, 1
2.9790, 372, 529, 0, 1
3.0040, 372, 530, 0, 1
3.0300, 370, 530, 0, 1
3.0540, 369, 531, 0, 1
3.0790, 367, 531, 0, 1
3.1040, 368, 532, 0, 0
3.1290, 367, 532, 0, 0
3.1550, 366, 533, 0, 0
3.1790, 365, 533, 0, 0
3.2040, 366, 533, 0, 0
3.2290, 365, 534, 0, 0
3.2540, 365, 534, 0, 0
3.2780, 366, 534, 0, 0
3.3040, 366, 535, 0, 0
3.3290, 367, 535, 0, 0
3.3540, 367, 535, 0, 0
3.3790, 367, 535, 0, 0
3.4030, 366, 536, 0, 0
3.4290, 367, 537, 0, 0
3.4540, 368, 537, 0, 0
3.4780, 367, 537, 0, 0
3.5040, 368, 537, 0, 0
3.5280, 369, 537, 0, 0
3.5540, 369, 536, 0, 0
3.5780, 369, 536, 0, 0
3.6030, 371, 536, 0, 0
3.6290, 370, 537, 0, 0
3.6530, 372, 536, 0, 0
3.6780, 373, 535, 0, 0
3.7030, 374, 535, 0, 0
3.7280, 373, 535, 0, 0
3.7540, 374, 535, 0, 0
3.7780, 375, 534, 0, 0
3.8030, 375, 535, 0, 0
3.8280, 377, 535, 0, 0
3.8530, 376, 535, 0, 0
3.8770, 376, 535, 0, 0
3.9030, 376, 535, 0, 0
3.9280, 377, 535, 0, 0
3.9530, 376, 535, 0, 0
3.9780, 377, 536, 0, 0
4.0020, 378, 536, 0, 0
4.0280, 377, 535, 0, 0
4.0530, 377, 536, 0, 0
4.0770, 378, 535, 0, 0
4.1030, 377, 536, 0, 0
4.1270, 377, 535, 0, 0
4.1530, 378, 535, 0, 0
4.1770, 377, 535, 0, 0
4.2020, 380, 535, 0, 0
4.2280, 378, 534, 0, 0
4.2520, 378, 535, 0, 0
4.2770, 379, 535, 0, 0
4.3020, 379, 535, 0, 0
4.3270, 378, 536, 0, 0
4.3530, 377, 536, 0, 0
4.3770, 376, 539, 0, 0
4.4020, 376, 538, 0, 0
4.4270, 375, 538, 0, 0
4.4520, 376, 537, 0, 0
4.4770, 375, 537, 0, 0
4.5020, 374, 538, 0, 0
4.5270, 377, 536, 0, 0
4.5520, 377, 537, 0, 0
4.5770, 377, 536, 0, 0
4.6010, 376, 535, 0, 0
4.6270, 377, 535, 0, 0
4.6520, 377, 535, 0, 0
4.6760, 376, 535, 0, 0
4.7020, 376, 536, 0, 0
4.7260, 375, 535, 0, 0
4.7520, 374, 536, 0, 0
4.7770, 375, 535, 0, 0
4.8010, 376, 534, 0, 0
4.8270, 375, 534, 0, 0
4.8510, 373, 534, 0, 0
4.8760, 373, 534, 0, 0
4.9010, 373, 533, 0, 0
4.9260, 373, 532, 0, 0
4.9520, 373, 532, 0, 0
4.9760, 373, 532, 0, 0
5.0010, 374, 531, 0, 1
5.0260, 374, 531, 0, 1
5.0510, 374, 531, 0, 1
5.0760, 374, 530, 0, 1
5.1010, 374, 531, 0, 1
5.1260, 374, 532, 0, 0
5.1510, 373, 532, 0, 0
5.1760, 373, 532, 0, 0
5.2000, 374, 531, 0, 1
5.2260, 374, 531, 0, 1
5.2510, 374, 532, 0, 0
5.2750, 373, 532, 0, 0
5.3010, 373, 532, 0, 0
5.3250, 374, 532, 0, 0
5.3510, 374, 532, 0, 0
5.3760, 373, 532, 0, 0
5.4000, 373, 532, 0, 0
5.4260, 371, 532, 0, 0
5.4500, 371, 532, 0, 0
5.4750, 370, 532, 0, 0
5.5010, 369, 533, 0, 0
5.5250, 370, 533, 0, 0
5.5510, 370, 532, 0, 0
5.5750, 368, 533, 0, 0
5.6000, 367, 533, 0, 0
5.6250, 368, 533, 0, 0
5.6500, 366, 534, 0, 0
5.6750, 365, 535, 0, 0
5.7000, 365, 535, 0, 0
5.7250, 364, 535, 0, 0
5.7500, 363, 536, 0, 0
5.7750, 362, 536, 0, 0
5.8000, 360, 536, 0, 0
5.8250, 359, 536, 0, 0
5.8500, 359, 536, 0, 0
5.8740, 359, 537, 0, 0
5.9000, 359, 537, 0, 0
5.9240, 359, 537, 0, 0
5.9500, 359, 537, 0, 0
5.9750, 359, 539, 0, 0
5.9990, 359, 538, 0, 0
6.0250, 359, 539, 0, 0
6.0490, 362, 539, 0, 0
6.0740, 361, 539, 0, 0
6.1000, 361, 540, 0, 0
6.1240, 361, 540, 0, 0
6.1500, 362, 541, 0, 0
6.1740, 363, 540, 0, 0
6.1990, 363, 540, 0, 0
6.2240, 363, 541, 0, 0
6.2490, 362, 540, 0, 0
6.2740, 363, 540, 0, 0
6.2990, 363, 540, 0, 0
6.3240, 364, 540, 0, 0
6.3490, 365, 541, 0, 0
6.3740, 365, 540, 0, 0
6.3990, 365, 541, 0, 0
6.4240, 366, 541, 0, 0
6.4490, 366, 542, 0, 0
6.4730, 365, 541, 0, 0
6.4990, 367, 541, 0, 0
6.5230, 367, 541, 0, 0
6.5490, 367, 542, 0, 0
6.5740, 367, 541, 0, 0
6.5980, 367, 540, 0, 0
6.6240, 367, 540, 0, 0
6.6480, 368, 541, 0, 0
6.6730, 369, 539, 0, 0
6.6990, 370, 538, 0, 0
6.7230, 370, 539, 0, 0
6.7490, 369, 538, 0, 0
6.7730, 371, 538, 0, 0
6.7980, 370, 539, 0, 0
6.8240, 371, 539, 0, 0
6.8480, 372, 539, 0, 0
6.8730, 373, 539, 0, 0
6.8980, 372, 540, 0, 0
6.9230, 372, 539, 0, 0
6.9480, 372, 540, 0, 0
6.9730, 372, 541, 0, 0
6.9980, 373, 539, 0, 0
7.0230, 373, 540, 0, 0
7.0480, 372, 539, 0, 0
7.0720, 373, 540, 0, 0
7.0980, 372, 539, 0, 0
7.1230, 371, 539, 0, 0
7.1480, 372, 537, 0, 0
7.1730, 374, 537, 0, 0
7.1970, 373, 536, 0, 0
7.2230, 373, 535, 0, 0
7.2470, 372, 535, 0, 0
7.2720, 374, 536, 0, 0
7.2980, 373, 537, 0, 0
7.3220, 373, 534, 0, 0
7.3480, 373, 535, 0, 0
7.3720, 372, 536, 0, 0
7.3970, 373, 535, 0, 0
7.4230, 372, 535, 0, 0
7.4470, 373, 534, 0, 0
7.4720, 373, 534, 0, 0
7.4970, 373, 534, 0, 0
7.5220, 372, 535, 0, 0
7.5470, 373, 534, 0, 0
7.5720, 373, 535, 0, 0
7.5970, 372, 534, 0, 0
7.6220, 371, 535, 0, 0
7.6470, 371, 535, 0, 0
7.6710, 372, 535, 0, 0
7.6970, 372, 536, 0, 0
7.7220, 371, 535, 0, 0
7.7470, 372, 535, 0, 0
7.7720, 371, 535, 0, 0
7.7960, 370, 535, 0, 0
7.8220, 368, 535, 0, 0
7.8460, 368, 536, 0, 0
7.8710, 367, 535, 0, 0
7.8970, 368, 535, 0, 0
7.9210, 366, 536, 0, 0
7.9470, 365, 536, 0, 0
7.9710, 365, 537, 0, 0
7.9960, 363, 537, 0, 0
8.0220, 363, 537, 0, 0
8.0460, 362, 537, 0, 0
8.0710, 361, 538, 0, 0
8.0960, 359, 538, 0, 0
8.1210, 358, 538, 0, 0
8.1470, 358, 538, 0, 0
8.1710, 357, 539, 0, 0
8.1960, 355, 539, 0, 0
8.2210, 356, 538, 0, 0
8.2460, 356, 539, 0, 0
8.2700, 357, 539, 0, 0
8.2960, 356, 539, 0, 0
8.3210, 357, 539, 0, 0
8.3460, 357, 540, 0, 0
8.3710, 357, 541, 0, 0
8.3950, 358, 541, 0, 0
8.4210, 358, 541, 0, 0
8.4460, 358, 541, 0, 0
8.4700, 358, 541, 0, 0
8.4960, 358, 541, 0, 0
8.5200, 358, 542, 0, 0
8.5460, 359, 541, 0, 0
8.5700, 359, 542, 0, 0
8.5950, 359, 541, 0, 0
8.6210, 359, 542, 0, 0
8.6450, 360, 542, 0, 0
8.6700, 361, 542, 0, 0
8.6950, 360, 542, 0, 0
8.7200, 362, 542, 0, 0
8.7460, 363, 542, 0, 0
8.7700, 362, 542, 0, 0
8.7950, 362, 542, 0, 0
8.8200, 362, 543, 0, 0
8.8450, 363, 543, 0, 0
8.8690, 363, 542, 0, 0
8.8950, 364, 543, 0, 0
8.9200, 363, 542, 0, 0
8.9450, 365, 541, 0, 0
8.9700, 365, 541, 0, 0
8.9940, 366, 541, 0, 0
9.0200, 366, 540, 0, 0
9.0450, 367, 540, 0, 0
9.0690, 368, 540, 0, 0
9.0950, 367, 539, 0, 0
9.1190, 369, 539, 0, 0
9.1450, 369, 539, 0, 0
9.1690, 369, 540, 0, 0
9.1940, 369, 540, 0, 0
9.2200, 369, 540, 0, 0
9.2440, 369, 541, 0, 0
9.2690, 370, 541, 0, 0
9.2940, 370, 539, 0, 0
9.3190, 371, 540, 0, 0
9.3450, 371, 541, 0, 0
9.3690, 371, 539, 0, 0
9.3940, 371, 538, 0, 0
9.4190, 370, 538, 0, 0
9.4440, 370, 538, 0, 0
9.4690, 371, 539, 0, 0
9.4940, 370, 537, 0, 0
9.5190, 371, 538, 0, 0
9.5440, 371, 537, 0, 0
9.5690, 370, 536, 0, 0
9.5930, 371, 535, 0, 0
9.6190, 370, 534, 0, 0
9.6440, 370, 535, 0, 0
9.6680, 370, 535, 0, 0
9.6940, 370, 536, 0, 0
9.7180, 370, 535, 0, 0
9.7440, 370, 534, 0, 0
9.7690, 369, 534, 0, 0
9.7930, 370, 535, 0, 0
9.8190, 369, 535, 0, 0
9.8430, 370, 535, 0, 0
9.8680, 369, 536, 0, 0
9.8930, 370, 535, 0, 0
9.9180, 369, 535, 0, 0
9.9440, 369, 535, 0, 0
9.9680, 368, 536, 0, 0
9.9930, 369, 535, 0, 0
10.0180, 369, 535, 0, 0
10.0440, 367, 536, 0, 0
10.0700, 367, 536, 0, 0
10.0960, 368, 536, 0, 0
10.1220, 366, 536, 0, 0
10.1480, 367, 537, 0, 0
10.1740, 366, 536, 0, 0
10.2000, 365, 536, 0, 0
10.2260, 364, 535, 0, 0
10.2520, 364, 535, 0, 0
10.2780, 362, 536, 0, 0
10.3040, 363, 536, 0, 0
10.3300, 362, 536, 0, 0
10.3560, 361, 536, 0, 0
10.3820, 361, 536, 0, 0
10.4090, 360, 537, 0, 0
10.4340, 359, 536, 0, 0
10.4600, 358, 537, 0, 0
10.4860, 358, 537, 0, 0
10.5120, 357, 538, 0, 0
10.5390, 357, 538, 0, 0
10.5640, 356, 538, 0, 0
10.5900, 358, 539, 0, 0
10.6160, 357, 540, 0, 0
10.6420, 357, 539, 0, 0
10.6680, 357, 539, 0, 0
10.6940, 357, 540, 0, 0
10.7200, 357, 540, 0, 0
10.7460, 357, 540, 0, 0
10.7720, 358, 540, 0, 0
10.7980, 358, 541, 0, 0
10.8240, 358, 541, 0, 0
10.8500, 359, 540, 0, 0
10.8770, 359, 540, 0, 0
10.9020, 358, 541, 0, 0
10.9280, 357, 541, 0, 0
10.9540, 358, 542, 0, 0
10.9800, 359, 542, 0, 0
11.0070, 358, 542, 0, 0
11.0320, 358, 542, 0, 0
11.0580, 359, 542, 0, 0
11.0840, 360, 542, 0, 0
11.1100, 360, 543, 0, 0
11.1360, 360, 542, 0, 0
11.1620, 361, 542, 0, 0
11.1880, 362, 542, 0, 0
11.2140, 361, 542, 0, 0
11.2400, 361, 543, 0, 0
11.2660, 362, 542, 0, 0
11.2920, 363, 542, 0, 0
11.3180, 364, 542, 0, 0
11.3440, 363, 540, 0, 0
11.3700, 364, 540, 0, 0
11.3960, 365, 539, 0, 0
11.4220, 366, 538, 0, 0
11.4480, 366, 538, 0, 0
11.4750, 366, 539, 0, 0
11.5000, 366, 538, 0, 0
11.5260, 367, 537, 0, 0
11.5520, 367, 538, 0, 0
11.5780, 367, 538, 0, 0
11.6050, 368, 538, 0, 0
11.6300, 367, 537, 0, 0
11.6560, 369, 538, 0, 0
11.6820, 369, 539, 0, 0
11.7080, 368, 538, 0, 0
11.7340, 369, 537, 0, 0
11.7600, 370, 538, 0, 0
11.7860, 369, 537, 0, 0
11.8120, 370, 536, 0, 0
11.8380, 371, 535, 0, 0
11.8640, 371, 536, 0, 0
11.8900, 371, 534, 0, 0
11.9160, 371, 534, 0, 0
11.9420, 371, 534, 0, 0
11.9680, 371, 535, 0, 0
11.9940, 371, 535, 0, 0
12.0200, 370, 535, 0, 0
12.0460, 371, 535, 0, 0
12.0730, 370, 535, 0, 0
12.0980, 369, 535, 0, 0
12.1240, 369, 535, 0, 0
12.1500, 369, 535, 0, 0
12.1760, 368, 536, 0, 0
12.2030, 368, 535, 0, 0
12.2280, 367, 535, 0, 0
12.2540, 366, 536, 0, 0
12.2800, 368, 536, 0, 0
12.3060, 368, 536, 0, 0
12.3320, 368, 536, 0, 0
12.3580, 367, 536, 0, 0
12.3840, 367, 536, 0, 0
12.4100, 367, 536, 0, 0
12.4360, 366, 537, 0, 0
12.4620, 365, 536, 0, 0
12.4880, 366, 537, 0, 0
12.5140, 365, 537, 0, 0
12.5410, 364, 537, 0, 0
12.5660, 364, 536, 0, 0
12.5920, 363, 536, 0, 0
12.6180, 363, 536, 0, 0
12.6440, 364, 537, 0, 0
12.6710, 363, 537, 0, 0
12.6960, 362, 538, 0, 0
12.7220, 362, 537, 0, 0
12.7480, 361, 537, 0, 0
12.7740, 362, 537, 0, 0
12.8000, 361, 537, 0, 0
12.8260, 361, 537, 0, 0
12.8520, 361, 538, 0, 0
12.8780, 361, 539, 0, 0
12.9040, 361, 538, 0, 0
12.9300, 360, 539, 0, 0
12.9560, 360, 539, 0, 0
12.9820, 360, 539, 0, 0
13.0080, 360, 540, 0, 0
13.0340, 361, 540, 0, 0
13.0600, 361, 540, 0, 0
13.0860, 361, 541, 0, 0
13.1120, 361, 541, 0, 0
13.1390, 361, 540, 0, 0
13.1640, 362, 541, 0, 0
13.1900, 362, 541, 0, 0
13.2160, 360, 542, 0, 0
13.2420, 360, 542, 0, 0
13.2690, 360, 542, 0, 0
13.2940, 360, 543, 0, 0
13.3200, 359, 542, 0, 0
13.3460, 360, 542, 0, 0
13.3720, 360, 543, 0, 0
13.3980, 360, 543, 0, 0
13.4240, 361, 544, 0, 0
13.4500, 360, 544, 0, 0
13.4760, 361, 544, 0, 0
13.5020, 361, 544, 0, 0
13.5280, 362, 544, 0, 0
13.5540, 361, 544, 0, 0
13.5800, 363, 544, 0, 0
13.6060, 362, 544, 0, 0
13.6320, 363, 543, 0, 0
13.6580, 363, 544, 0, 0
13.6840, 365, 543, 0, 0
13.7100, 365, 543, 0, 0
13.7370, 365, 544, 0, 0
13.7620, 365, 541, 0, 0
13.7880, 367, 542, 0, 0
13.8140, 366, 542, 0, 0
13.8400, 366, 541, 0, 0
13.8670, 367, 541, 0, 0
13.8920, 367, 542, 0, 0
13.9180, 366, 541, 0, 0
13.9440, 367, 541, 0, 0
13.9700, 368, 541, 0, 0
13.9960, 368, 541, 0, 0
14.0220, 366, 540, 0, 0
14.0480, 366, 540, 0, 0
14.0740, 367, 539, 0, 0
14.1000, 367, 540, 0, 0
14.1260, 367, 539, 0, 0
